touchdowns_pass_diff,touchdowns_rush_diff,touchdowns_total_diff,rushing_avg_yards_diff,rushing_attempts_diff,rushing_yards_diff,receiving_receptions_diff,receiving_avg_yards_diff,receiving_yards_diff,punts_attempts_diff,punts_avg_net_yards_diff,punt_returns_avg_yards_diff,penalties_diff,passing_attempts_diff,passing_completions_diff,passing_interceptions_diff,passing_avg_yards_diff,passing_poor_throws_diff,passing_defended_passes_diff,kickoffs_return_yards_diff,kick_returns_avg_yards_diff,kick_returns_touchdowns_diff,interceptions_diff,int_returns_avg_yards_diff,fumbles_diff,field_goals_attempts_diff,field_goals_made_diff,field_goals_avg_yards_diff,defense_tackles_diff,defense_assists_diff,defense_qb_hits_diff,matchup,outcome
-7,-2,-11,0.283,-26,18,-1,-1.541,-575,14,-0.459,-1.344,21,32,-1,4,-1.369,-12,13,76,0.927,1,-8,-0.754,9,-6,-6,0.679,2,28,22,Giants vs Rams,0
-26,-8,-35,-1.551,-130,-1406,48,-3.553,-668,22,-1.153,-2.082,-20,114,48,9,-2.824,15,33,-338,1.273,1,-7,1.9,3,-2,1,3.011,13,103,-28,Giants vs Ravens,0
-6,-2,-7,-0.196,-20,-171,26,-1.351,-209,2,-0.335,-4.942,2,40,26,1,-0.812,0,14,-1012,1.279,1,-9,-1.671,6,-3,-4,-4.056,-39,113,10,Giants vs Saints,0
-6,-4,-13,-0.043,41,156,-47,-0.983,-858,1,-3.251,0.16,-7,-2,-47,-3,-1.426,21,3,-657,0.28,0,-8,-10.215,1,-2,-3,-5.797,-13,68,-18,Giants vs Seahawks,0
-6,-1,-7,0.141,-109,-383,45,-1.617,-86,9,-1.288,-2.721,10,92,45,7,-1.27,8,33,-678,5.306,1,-12,-1.894,0,-16,-18,-5.649,10,98,-11,Giants vs Steelers,0
-5,-2,-8,-0.194,-10,-126,9,-1.45,-431,0,-3.883,-0.693,-7,21,9,1,-0.975,-22,20,-669,-3.085,1,-14,-4.074,8,-14,-13,-2.651,10,153,-4,Giants vs Texans,0
-7,2,-3,0.083,-26,-72,30,-1.157,-100,2,1.772,0.159,-20,61,30,-8,-0.874,-11,27,-430,1.281,1,-6,2.582,-6,1,-2,-4.445,-2,88,27,Giants vs Titans,0
-20,4,-17,0.146,-33,-72,2,-2.41,-858,20,-0.461,0.767,2,43,2,1,-2.033,7,19,58,3.949,1,-19,4.567,5,-14,-12,-0.508,-12,87,-19,Giants vs Vikings,0
-12,5,-6,-0.124,51,168,-42,0.406,-299,5,4.141,3.717,-38,-61,-42,4,0.192,-8,3,-529,-4.586,-1,-1,4.262,-1,1,7,10.478,24,36,-16,Jaguars vs Jets,0
-20,-16,-36,-0.483,-120,-759,-56,-0.988,-1001,23,-0.932,-1.168,-8,-5,-56,3,-1.755,22,24,-435,-5.71,0,-10,-2.855,7,0,1,-1.0,87,102,-42,Jaguars vs Lions,0
-9,-10,-18,-0.569,-112,-767,35,-1.952,-222,12,5.181,3.462,-13,67,35,4,-1.415,10,26,-1000,-2.51,0,-11,-10.108,1,-9,-5,5.06,55,11,-23,Jaguars vs Packers,0
-3,-5,-6,-0.404,4,-149,2,0.834,306,-6,3.365,4.403,-19,-1,2,0,0.572,-10,15,-696,0.452,0,-3,-3.834,2,3,5,4.919,18,-112,4,Jaguars vs Panthers,0
1,2,4,-0.239,-32,-240,1,1.062,374,-2,3.281,-2.455,-12,17,1,4,0.489,7,15,-255,0.228,0,-1,-0.167,-11,-4,1,3.69,52,-44,2,Jaguars vs Patriots,0
0,3,4,0.605,34,372,-67,0.796,-400,1,2.287,2.0,3,-89,-67,-1,0.325,-10,0,-302,-3.875,0,-4,-6.167,1,-11,-7,3.059,76,-23,-18,Jaguars vs Raiders,0
-3,-2,-7,0.254,-36,-36,-24,-0.324,-379,5,4.3,2.834,8,-13,-24,6,-0.519,-4,3,-107,-1.689,0,-7,-4.321,6,-5,-2,3.269,61,-55,-4,Jaguars vs Rams,0
-22,-8,-31,-1.58,-140,-1460,25,-2.336,-472,13,3.606,2.096,-33,69,25,11,-1.974,23,23,-521,-1.343,0,-6,-1.667,0,-1,5,5.601,72,20,-54,Jaguars vs Ravens,0
-2,-2,-3,-0.225,-30,-225,3,-0.134,-13,-7,4.424,-0.764,-11,-5,3,3,0.038,8,4,-1195,-1.337,0,-8,-5.238,3,-2,0,-1.466,20,30,-16,Jaguars vs Saints,0
-2,-4,-9,-0.072,31,102,-70,0.234,-662,-8,1.508,4.338,-20,-47,-70,-1,-0.576,29,-7,-840,-2.336,-1,-7,-13.782,-2,-1,1,-3.207,46,-15,-44,Jaguars vs Seahawks,0
-2,-1,-3,0.112,-119,-437,22,-0.4,110,0,3.471,1.457,-3,47,22,9,-0.42,16,23,-861,2.69,0,-11,-5.461,-3,-15,-14,-3.059,69,15,-37,Jaguars vs Steelers,0
-1,-2,-4,-0.223,-20,-180,-14,-0.233,-235,-9,0.876,3.485,-20,-24,-14,3,-0.125,-14,10,-852,-5.701,0,-13,-7.641,5,-13,-9,-0.061,69,70,-30,Jaguars vs Texans,0
-3,2,1,0.054,-36,-126,7,0.06,96,-7,6.531,4.337,-33,16,7,-6,-0.024,-3,17,-613,-1.335,0,-5,-0.985,-9,2,2,-1.855,57,5,1,Jaguars vs Titans,1
-16,4,-13,0.117,-43,-126,-21,-1.193,-662,11,4.298,4.945,-11,-2,-21,3,-1.183,15,9,-125,1.333,0,-18,1.0,2,-13,-8,2.082,47,4,-45,Jaguars vs Vikings,0
-8,-21,-30,-0.359,-171,-927,-14,-1.394,-702,18,-5.073,-4.885,30,56,-14,-1,-1.947,30,21,94,-1.124,1,-9,-7.117,8,-1,-6,-11.478,63,66,-26,Jets vs Lions,0
3,-15,-12,-0.445,-163,-935,77,-2.358,77,7,1.04,-0.255,25,128,77,0,-1.607,18,23,-471,2.076,1,-10,-14.37,2,-10,-12,-5.418,31,-25,-7,Jets vs Packers,0
9,-10,0,-0.28,-47,-317,44,0.428,605,-11,-0.776,0.686,19,60,44,-4,0.38,-2,12,-167,5.038,1,-2,-8.096,3,2,-2,-5.559,-6,-148,20,Jets vs Panthers,0
13,-3,10,-0.115,-83,-408,43,0.656,673,-7,-0.86,-6.172,26,78,43,0,0.297,15,12,274,4.814,1,0,-4.429,-10,-5,-6,-6.788,28,-80,18,Jets vs Patriots,1
12,-2,10,0.729,-17,204,-25,0.39,-101,-4,-1.854,-1.717,41,-28,-25,-5,0.133,-2,-3,227,0.711,1,-3,-10.429,2,-12,-14,-7.419,52,-59,-2,Jets vs Raiders,1
9,-7,-1,0.378,-87,-204,18,-0.73,-80,0,0.159,-0.883,46,48,18,2,-0.711,4,0,422,2.897,1,-6,-8.583,7,-6,-9,-7.209,37,-91,12,Jets vs Rams,0
-10,-13,-25,-1.456,-191,-1628,67,-2.742,-173,8,-0.535,-1.621,5,130,67,7,-2.166,31,20,8,3.243,1,-5,-5.929,1,-2,-2,-4.877,48,-16,-38,Jets vs Ravens,0
10,-7,3,-0.101,-81,-393,45,-0.54,286,-12,0.283,-4.481,27,56,45,-1,-0.154,16,1,-666,3.249,1,-7,-9.5,4,-3,-7,-11.944,-4,-6,0,Jets vs Saints,0
10,-9,-3,0.052,-20,-66,-28,-0.172,-363,-13,-2.633,0.621,18,14,-28,-5,-0.768,37,-10,-311,2.25,0,-6,-18.044,-1,-2,-6,-13.685,22,-51,-28,Jets vs Seahawks,0
10,-6,3,0.236,-170,-605,64,-0.806,409,-5,-0.67,-2.26,35,108,64,5,-0.612,24,20,-332,7.276,1,-10,-9.723,-2,-16,-21,-13.537,45,-21,-21,Jets vs Steelers,0
11,-7,2,-0.099,-71,-348,28,-0.639,64,-14,-3.265,-0.232,18,37,28,-1,-0.317,-6,7,-323,-1.115,1,-12,-11.903,6,-14,-16,-10.539,45,34,-14,Jets vs Texans,0
9,-3,7,0.178,-87,-294,49,-0.346,395,-12,2.39,0.62,5,77,49,-10,-0.216,5,14,-84,3.251,1,-4,-5.247,-8,1,-5,-12.333,33,-31,17,Jets vs Titans,1
-4,-1,-7,0.241,-94,-294,21,-1.599,-363,6,0.157,1.228,27,59,21,-1,-1.375,23,6,404,5.919,1,-17,-3.262,3,-14,-15,-8.396,23,-32,-29,Jets vs Vikings,0
11,6,18,-0.086,8,-8,91,-0.964,779,-11,6.113,4.63,-5,72,91,1,0.34,-12,2,-565,3.2,0,-1,-7.253,-6,-9,-6,6.06,-32,-91,19,Lions vs Packers,1
17,11,30,0.079,124,610,58,1.822,1307,-29,4.297,5.571,-11,4,58,-3,2.327,-32,-9,-261,6.162,0,7,-0.979,-5,3,4,5.919,-69,-214,46,Lions vs Panthers,1
21,18,40,0.244,88,519,57,2.05,1375,-25,4.213,-1.287,-4,22,57,1,2.244,-15,-9,180,5.938,0,9,2.688,-18,-4,0,4.69,-35,-146,44,Lions vs Patriots,1
20,19,40,1.088,154,1131,-11,1.784,601,-22,3.219,3.168,11,-84,-11,-4,2.08,-32,-24,133,1.835,0,6,-3.312,-6,-11,-8,4.059,-11,-125,24,Lions vs Raiders,1
17,14,29,0.737,84,723,32,0.664,622,-18,5.232,4.002,16,-8,32,3,1.236,-26,-21,328,4.021,0,3,-1.466,-1,-5,-3,4.269,-26,-157,38,Lions vs Rams,1
-2,8,5,-1.097,-20,-701,81,-1.348,529,-10,4.538,3.264,-25,74,81,8,-0.219,1,-1,-86,4.367,0,4,1.188,-7,-1,4,6.601,-15,-82,-12,Lions vs Ravens,1
18,14,33,0.258,90,534,59,0.854,988,-30,5.356,0.404,-3,0,59,0,1.793,-14,-20,-760,4.373,0,2,-2.383,-4,-2,-1,-0.466,-67,-72,26,Lions vs Saints,1
18,12,27,0.411,151,861,-14,1.222,339,-31,2.44,5.506,-12,-42,-14,-4,1.179,7,-31,-405,3.374,-1,3,-10.927,-9,-1,0,-2.207,-41,-117,-2,Lions vs Seahawks,1
18,15,33,0.595,1,322,78,0.588,1111,-23,4.403,2.625,5,52,78,6,1.335,-6,-1,-426,8.4,0,-1,-2.606,-10,-15,-15,-2.059,-18,-87,5,Lions vs Steelers,1
19,14,32,0.26,100,579,42,0.755,766,-32,1.808,4.653,-12,-19,42,0,1.63,-36,-14,-417,0.009,0,-3,-4.786,-2,-13,-10,0.939,-18,-32,12,Lions vs Texans,1
17,18,37,0.537,84,633,63,1.048,1097,-30,7.463,5.505,-25,21,63,-9,1.731,-25,-7,-178,4.375,0,5,1.87,-16,2,1,-0.855,-30,-97,43,Lions vs Titans,1
4,20,23,0.6,77,633,35,-0.205,339,-12,5.23,6.113,-3,3,35,0,0.572,-7,-15,310,7.043,0,-8,3.855,-5,-13,-9,3.082,-40,-98,-3,Lions vs Vikings,1
6,5,12,0.165,116,618,-33,2.786,528,-18,-1.816,0.941,-6,-68,-33,-4,1.987,-20,-11,304,2.962,0,8,6.274,1,12,10,-0.141,-37,-123,27,Packers vs Panthers,1
10,12,22,0.33,80,527,-34,3.014,596,-14,-1.9,-5.917,1,-50,-34,0,1.904,-3,-11,745,2.738,0,10,9.941,-12,5,6,-1.37,-3,-55,25,Packers vs Patriots,1
9,13,22,1.174,146,1139,-102,2.748,-178,-11,-2.894,-1.462,16,-156,-102,-5,1.74,-20,-26,698,-1.365,0,7,3.941,0,-2,-2,-2.001,21,-34,5,Packers vs Raiders,1
6,8,11,0.823,76,731,-59,1.628,-157,-7,-0.881,-0.628,21,-80,-59,2,0.896,-14,-23,893,0.821,0,4,5.787,5,4,3,-1.791,6,-66,19,Packers vs Rams,1
-13,2,-13,-1.011,-28,-693,-10,-0.384,-250,1,-1.575,-1.366,-20,2,-10,7,-0.559,13,-3,479,1.167,0,5,8.441,-1,8,10,0.541,17,9,-31,Packers vs Ravens,0
7,8,15,0.344,82,542,-32,1.818,209,-19,-0.757,-4.226,2,-72,-32,-1,1.453,-2,-22,-195,1.173,0,3,4.87,2,7,5,-6.526,-35,19,7,Packers vs Saints,1
7,6,9,0.497,143,869,-105,2.186,-440,-20,-3.673,0.876,-7,-114,-105,-5,0.839,19,-33,160,0.174,-1,4,-3.674,-3,8,6,-8.267,-9,-26,-21,Packers vs Seahawks,1
7,9,15,0.681,-7,330,-13,1.552,332,-12,-1.71,-2.005,10,-20,-13,5,0.995,6,-3,139,5.2,0,0,4.647,-4,-6,-9,-8.119,14,4,-14,Packers vs Steelers,1
8,8,14,0.346,92,587,-49,1.719,-13,-21,-4.305,0.023,-7,-91,-49,-1,1.29,-24,-16,148,-3.191,0,-2,2.467,4,-4,-4,-5.121,14,59,-7,Packers vs Texans,1
6,12,19,0.623,76,641,-28,2.012,318,-19,1.35,0.875,-20,-51,-28,-10,1.391,-13,-9,387,1.175,0,6,9.123,-10,11,7,-6.915,2,-6,24,Packers vs Titans,1
-7,14,5,0.686,69,641,-56,0.759,-440,-1,-0.883,1.483,2,-69,-56,-1,0.232,5,-17,875,3.843,0,-7,11.108,1,-4,-3,-2.978,-8,-7,-22,Packers vs Vikings,0
4,7,10,0.165,-36,-91,-1,0.228,68,4,-0.084,-6.858,7,18,-1,4,-0.083,17,0,441,-0.224,0,2,3.667,-13,-7,-4,-1.229,34,68,-2,Panthers vs Patriots,1
3,8,10,1.009,30,521,-69,-0.038,-706,7,-1.078,-2.403,22,-88,-69,-1,-0.247,0,-15,394,-4.327,0,-1,-2.333,-1,-14,-12,-1.86,58,89,-22,Panthers vs Raiders,1
0,3,-1,0.658,-40,113,-26,-1.158,-685,11,0.935,-1.569,27,-12,-26,6,-1.091,6,-12,589,-2.141,0,-4,-0.487,4,-8,-7,-1.65,43,57,-8,Panthers vs Rams,0
-19,-3,-25,-1.176,-144,-1311,23,-3.17,-778,19,0.241,-2.307,-14,70,23,11,-2.546,33,8,175,-1.795,0,-3,2.167,-2,-4,0,0.682,54,132,-58,Panthers vs Ravens,0
1,3,3,0.179,-34,-76,1,-0.968,-319,-1,1.059,-5.167,8,-4,1,3,-0.534,18,-11,-499,-1.789,0,-5,-1.404,1,-5,-5,-6.385,2,142,-20,Panthers vs Saints,0
1,1,-3,0.332,27,251,-72,-0.6,-968,-2,-1.857,-0.065,-1,-46,-72,-1,-1.148,39,-22,-144,-2.788,-1,-4,-9.948,-4,-4,-4,-8.126,28,97,-48,Panthers vs Seahawks,0
1,4,3,0.516,-123,-288,20,-1.234,-196,6,0.106,-2.946,16,48,20,9,-0.992,26,8,-165,2.238,0,-8,-1.627,-5,-18,-19,-7.978,51,127,-41,Panthers vs Steelers,0
2,3,2,0.181,-24,-31,-16,-1.067,-541,-3,-2.489,-0.918,-1,-23,-16,3,-0.697,-4,-5,-156,-6.153,0,-10,-3.807,3,-16,-14,-4.98,51,182,-34,Panthers vs Texans,0
0,7,7,0.458,-40,23,5,-0.774,-210,-1,3.166,-0.066,-14,17,5,-6,-0.596,7,2,83,-1.787,0,-2,2.849,-11,-1,-3,-6.774,39,117,-3,Panthers vs Titans,1
-13,9,-7,0.521,-47,23,-23,-2.027,-968,17,0.933,0.542,8,-1,-23,3,-1.755,25,-6,571,0.881,0,-15,4.834,0,-16,-13,-2.837,29,116,-49,Panthers vs Vikings,0
-1,1,0,0.844,66,612,-68,-0.266,-774,3,-0.994,4.455,15,-106,-68,-5,-0.164,-17,-15,-47,-4.103,0,-3,-6.0,12,-7,-8,-0.631,24,21,-20,Patriots vs Raiders,0
-4,-4,-11,0.493,-4,204,-25,-1.386,-753,7,1.019,5.289,20,-30,-25,2,-1.008,-11,-12,148,-1.917,0,-6,-4.154,17,-1,-3,-0.421,9,-11,-6,Patriots vs Rams,0
-23,-10,-35,-1.341,-108,-1220,24,-3.398,-846,15,0.325,4.551,-21,52,24,7,-2.463,16,8,-266,-1.571,0,-5,-1.5,11,3,4,1.911,20,64,-56,Patriots vs Ravens,0
-3,-4,-7,0.014,2,15,2,-1.196,-387,-5,1.143,1.691,1,-22,2,-1,-0.451,1,-11,-940,-1.565,0,-7,-5.071,14,2,-1,-5.156,-32,74,-18,Patriots vs Saints,0
-3,-6,-13,0.167,63,342,-71,-0.828,-1036,-6,-1.773,6.793,-8,-64,-71,-5,-1.065,22,-22,-585,-2.564,-1,-6,-13.615,9,3,0,-6.897,-6,29,-46,Patriots vs Seahawks,0
-3,-3,-7,0.351,-87,-197,21,-1.462,-264,2,0.19,3.912,9,30,21,5,-0.909,9,8,-606,2.462,0,-10,-5.294,8,-11,-15,-6.749,17,59,-39,Patriots vs Steelers,0
-2,-4,-8,0.016,12,60,-15,-1.295,-609,-7,-2.405,5.94,-8,-41,-15,-1,-0.614,-21,-5,-597,-5.929,0,-12,-7.474,16,-9,-10,-3.751,17,114,-32,Patriots vs Texans,0
-4,0,-3,0.293,-4,114,6,-1.002,-278,-5,3.25,6.792,-21,-1,6,-10,-0.513,-10,2,-358,-1.563,0,-4,-0.818,2,6,1,-5.545,5,49,-1,Patriots vs Titans,1
-17,2,-17,0.356,-11,114,-22,-2.255,-1036,13,1.017,7.4,1,-19,-22,-1,-1.672,8,-6,130,1.105,0,-17,1.167,13,-9,-9,-1.608,-5,48,-47,Patriots vs Vikings,0
-3,-5,-11,-0.351,-70,-408,43,-1.12,21,4,2.013,0.834,5,76,43,7,-0.844,6,3,195,2.186,0,-3,1.846,5,6,5,0.21,-15,-32,14,Raiders vs Rams,0
-22,-11,-35,-2.185,-174,-1832,92,-3.132,-72,12,1.319,0.096,-36,158,92,12,-2.299,33,23,-219,2.532,0,-2,4.5,-1,10,12,2.542,-4,43,-36,Raiders vs Ravens,0
-2,-5,-7,-0.83,-64,-597,70,-0.93,387,-8,2.137,-2.764,-14,84,70,4,-0.287,18,4,-893,2.538,0,-4,0.929,2,9,7,-4.525,-56,53,2,Raiders vs Saints,0
-2,-7,-13,-0.677,-3,-270,-3,-0.562,-262,-9,-0.779,2.338,-23,42,-3,0,-0.901,39,-7,-538,1.539,-1,-3,-7.615,-3,10,8,-6.266,-30,8,-26,Raiders vs Seahawks,0
-2,-4,-7,-0.493,-153,-809,89,-1.196,510,-1,1.184,-0.543,-6,136,89,10,-0.745,26,23,-559,6.565,0,-7,0.706,-4,-4,-7,-6.118,-7,38,-19,Raiders vs Steelers,0
-1,-5,-8,-0.828,-54,-552,53,-1.029,165,-10,-1.411,1.485,-23,65,53,4,-0.45,-4,10,-550,-1.826,0,-9,-1.474,4,-2,-2,-3.12,-7,93,-12,Raiders vs Texans,0
-3,-1,-3,-0.551,-70,-498,74,-0.736,496,-8,4.244,2.337,-36,105,74,-5,-0.349,7,17,-311,2.54,0,-1,5.182,-10,13,9,-4.914,-19,28,19,Raiders vs Titans,1
-16,1,-17,-0.488,-77,-498,46,-1.989,-262,10,2.011,2.945,-14,87,46,4,-1.508,25,9,177,5.208,0,-14,7.167,1,-2,-1,-0.977,-29,27,-27,Raiders vs Vikings,0
-19,-6,-24,-1.834,-104,-1424,49,-2.012,-93,8,-0.694,-0.738,-41,82,49,5,-1.455,27,20,-414,0.346,0,1,2.654,-6,4,7,2.332,11,75,-50,Rams vs Ravens,0
1,0,4,-0.479,6,-189,27,0.19,366,-12,0.124,-3.598,-19,8,27,-3,0.557,12,1,-1088,0.352,0,-1,-0.917,-3,3,2,-4.735,-41,85,-12,Rams vs Saints,1
1,-2,-2,-0.326,67,138,-46,0.558,-283,-13,-2.792,1.504,-28,-34,-46,-7,-0.057,33,-10,-733,-0.647,-1,0,-9.461,-8,4,3,-6.476,-15,40,-40,Rams vs Seahawks,0
1,1,4,-0.142,-83,-401,46,-0.076,489,-5,-0.829,-1.377,-11,60,46,3,0.099,20,20,-754,4.379,0,-4,-1.14,-9,-10,-12,-6.328,8,70,-33,Rams vs Steelers,0
2,0,3,-0.477,16,-144,10,0.091,144,-14,-3.424,0.651,-28,-11,10,-3,0.394,-10,7,-745,-4.012,0,-6,-3.32,-1,-8,-7,-3.33,8,125,-26,Rams vs Texans,0
0,4,8,-0.2,0,-90,31,0.384,475,-12,2.231,1.503,-41,29,31,-12,0.495,1,14,-506,0.354,0,2,3.336,-15,7,4,-5.124,-4,60,5,Rams vs Titans,1
-13,6,-6,-0.137,-7,-90,3,-0.869,-283,6,-0.002,2.111,-19,11,3,-3,-0.664,19,6,-18,3.022,0,-11,5.321,-4,-8,-6,-1.187,-14,59,-41,Rams vs Vikings,0
20,6,28,1.355,110,1235,-22,2.202,459,-20,0.818,-2.86,22,-74,-22,-8,2.012,-15,-19,-674,0.006,0,-2,-3.571,3,-1,-5,-7.067,-52,10,38,Ravens vs Saints,1
20,4,22,1.508,171,1562,-95,2.57,-190,-21,-2.098,2.242,13,-116,-95,-12,1.398,6,-30,-319,-0.993,-1,-1,-12.115,-2,0,-4,-8.808,-26,-35,10,Ravens vs Seahawks,1
20,7,28,1.692,21,1023,-3,1.936,582,-13,-0.135,-0.639,30,-22,-3,-2,1.554,-7,0,-340,4.033,0,-5,-3.794,-3,-14,-19,-8.66,-3,-5,17,Ravens vs Steelers,1
21,6,27,1.357,120,1280,-39,2.103,237,-22,-2.73,1.389,13,-93,-39,-8,1.849,-37,-13,-331,-4.358,0,-7,-5.974,5,-12,-14,-5.662,-3,50,24,Ravens vs Texans,1
19,10,32,1.634,104,1334,-18,2.396,568,-20,2.925,2.241,0,-53,-18,-17,1.95,-26,-6,-92,0.008,0,1,0.682,-9,3,-3,-7.456,-15,-15,55,Ravens vs Titans,1
6,12,18,1.697,97,1334,-46,1.143,-190,-2,0.692,2.849,22,-71,-46,-8,0.791,-8,-14,396,2.676,0,-12,2.667,2,-12,-13,-3.519,-25,-16,9,Ravens vs Vikings,0
0,-2,-6,0.153,61,327,-73,0.368,-649,-1,-2.916,5.102,-9,-42,-73,-4,-0.614,21,-11,355,-0.999,-1,1,-8.544,-5,1,1,-1.741,26,-45,-28,Saints vs Seahawks,0
0,1,0,0.337,-89,-212,19,-0.266,123,7,-0.953,2.221,8,52,19,6,-0.458,8,19,334,4.027,0,-3,-0.223,-6,-13,-14,-1.593,49,-15,-21,Saints vs Steelers,0
1,0,-1,0.002,10,45,-17,-0.099,-222,-2,-3.548,4.249,-9,-19,-17,0,-0.163,-22,6,343,-4.364,0,-5,-2.403,2,-11,-9,1.405,49,40,-14,Saints vs Texans,0
-1,4,4,0.279,-6,99,4,0.194,109,0,2.107,5.101,-22,21,4,-9,-0.062,-11,13,582,0.002,0,3,4.253,-12,4,2,-0.389,37,-25,17,Saints vs Titans,1
-14,6,-10,0.342,-13,99,-24,-1.059,-649,18,-0.126,5.709,0,3,-24,0,-1.221,7,5,1070,2.67,0,-10,6.238,-1,-11,-8,3.548,27,-26,-29,Saints vs Vikings,0
0,3,6,0.184,-150,-539,92,-0.634,772,8,1.963,-2.881,17,94,92,10,0.156,-13,30,-21,5.026,1,-4,8.321,-1,-14,-15,0.148,23,30,7,Seahawks vs Steelers,0
1,2,5,-0.151,-51,-282,56,-0.467,427,-1,-0.632,-0.853,0,23,56,4,0.451,-43,17,-12,-3.365,1,-6,6.141,7,-12,-10,3.146,23,85,14,Seahawks vs Texans,0
-1,6,10,0.126,-67,-228,77,-0.174,758,1,5.023,-0.001,-13,63,77,-5,0.552,-32,24,227,1.001,1,2,12.797,-7,3,1,1.352,11,20,45,Seahawks vs Titans,1
-14,8,-4,0.189,-74,-228,49,-1.427,0,19,2.79,0.607,9,45,49,4,-0.607,-14,16,715,3.669,1,-11,14.782,4,-12,-9,5.289,1,19,-1,Seahawks vs Vikings,0
1,-1,-1,-0.335,99,257,-36,0.167,-345,-9,-2.595,2.028,-17,-71,-36,-6,0.295,-30,-13,9,-8.391,0,-2,-2.18,8,2,5,2.998,0,55,7,Steelers vs Texans,0
-1,3,4,-0.058,83,311,-15,0.46,-14,-7,3.06,2.88,-30,-31,-15,-15,0.396,-19,-6,248,-4.025,0,6,4.476,-6,17,16,1.204,-12,-10,38,Steelers vs Titans,1
-14,5,-10,0.005,76,311,-43,-0.793,-772,11,0.827,3.488,-8,-49,-43,-6,-0.763,-1,-14,736,-1.357,0,-7,6.461,5,2,6,5.141,-22,-11,-8,Steelers vs Vikings,0
-2,4,5,0.277,-16,54,21,0.293,331,2,5.655,0.852,-13,40,21,-9,0.101,11,7,239,4.366,0,8,6.656,-14,15,11,-1.794,-12,-65,31,Texans vs Titans,1
-15,6,-9,0.34,-23,54,-7,-0.96,-427,20,3.422,1.46,9,22,-7,0,-1.058,29,-1,727,7.034,0,-5,8.641,-3,0,1,2.143,-22,-66,-15,Texans vs Vikings,0
-13,2,-14,0.063,-7,0,-28,-1.253,-758,18,-2.233,0.608,22,-18,-28,9,-1.159,18,-8,488,2.668,0,-13,1.985,11,-15,-10,3.937,-10,-1,-46,Titans vs Vikings,0
